match_id,date,gender,competition,competition_id,stage,team_a,team_b,team_a_score,team_b_score,sets_a,sets_b,winner,venue,country_host,neutral,source,source_match_id,tournament_no,no_in_tournament,elo_a_pre,elo_b_pre,elo_pred_a,elo_a_post,elo_b_post,a_matches_played,a_current_streak,a_days_since_last,a_win_rate_last5,a_set_margin_avg_last5,a_win_rate_last10,a_set_margin_avg_last10,b_matches_played,b_current_streak,b_days_since_last,b_win_rate_last5,b_set_margin_avg_last5,b_win_rate_last10,b_set_margin_avg_last10,h2h_matches_played,h2h_win_rate_a,competition_importance,stage_importance,match_importance,tournament_progress,elo_diff,matches_played_diff,current_streak_diff,days_since_last_diff,win_rate_last5_diff,set_margin_avg_last5_diff,win_rate_last10_diff,set_margin_avg_last10_diff
fivb_vis:11898,2021-06-08,women,Volleyball Nations League,VNL_WOMEN,other,CHN,BRA,97,104,3,2,team_a,Fiera - Court 1,,True,fivb_vis,11898,1216,69,1855.2121791502568,1892.4926873196634,0.44655399921781175,1872.9224511752868,1874.7824152946334,157,-4,1.0,0.2,-1.2,0.5,0.2,168,5,1.0,1.0,2.8,0.8,1.7,11,0.2727272727272727,3.0,1.0,3.0,0.5564516129032258,-37.28050816940663,-11,-9,0.0,-0.8,-4.0,-0.30000000000000004,-1.5
fivb_vis:11899,2021-06-08,women,Volleyball Nations League,VNL_WOMEN,other,DEU,KOR,75,55,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11899,1216,70,1614.506405945469,1519.258223454263,0.633739373495463,1626.226745993614,1507.537883406118,97,-5,1.0,0.0,-2.6,0.4,-0.7,148,-6,1.0,0.0,-2.4,0.2,-1.5,3,0.6666666666666666,3.0,1.0,3.0,0.5645161290322581,95.24818249120585,-51,1,0.0,0.0,-0.20000000000000018,0.2,0.8
fivb_vis:11900,2021-06-08,women,Volleyball Nations League,VNL_WOMEN,other,BEL,SRB,112,105,3,2,team_a,Fiera - Court 1,,True,fivb_vis,11900,1216,71,1651.324482746879,1680.3057445623206,0.45838907681424446,1668.6560322888233,1662.9741950203763,53,-1,1.0,0.8,0.2,0.5,-0.8,153,1,1.0,0.4,-0.6,0.4,-0.5,2,0.5,3.0,1.0,3.0,0.5725806451612904,-28.981261815441485,-100,-2,0.0,0.4,0.8,0.09999999999999998,-0.30000000000000004
fivb_vis:11901,2021-06-08,women,Volleyball Nations League,VNL_WOMEN,other,ITA,USA,80,95,1,3,team_b,Fiera - Court 2,,True,fivb_vis,11901,1216,72,1747.974830647283,2014.6885074575848,0.17721556890350582,1742.3039324423708,2020.359405662497,142,2,1.0,0.4,-0.2,0.2,-1.2,198,8,1.0,1.0,3.0,0.9,2.5,9,0.4444444444444444,3.0,1.0,3.0,0.5806451612903226,-266.7136768103019,-56,-6,0.0,-0.6,-3.2,-0.7,-3.7
fivb_vis:11902,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,RUS,KOR,75,57,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11902,1216,73,1704.2229365662997,1507.537883406118,0.7562465490462756,1712.023046996819,1499.7377729755988,128,-1,4.0,0.4,-0.8,0.5,-0.1,149,-7,4.0,0.0,-2.4,0.1,-2.0,8,0.875,3.0,1.0,3.0,0.5887096774193549,196.68505316018172,-21,6,0.0,0.4,1.5999999999999999,0.4,1.9
fivb_vis:11903,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,THA,DEU,99,84,3,1,team_a,Fiera - Court 2,,True,fivb_vis,11903,1216,74,1452.005651848608,1626.226745993614,0.26837217173774647,1475.4177423530002,1602.8146554892219,105,-10,4.0,0.0,-2.6,0.0,-2.7,98,1,4.0,0.2,-1.8,0.4,-0.6,3,0.3333333333333333,3.0,1.0,3.0,0.5967741935483871,-174.22109414500596,7,-11,0.0,-0.2,-0.8,-0.4,-2.1
fivb_vis:11904,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,JPN,TUR,92,81,3,1,team_a,Fiera - Court 1,,True,fivb_vis,11904,1216,75,1743.6695606636974,1868.7422853618957,0.3273981625312935,1765.192819462696,1847.2190265628972,172,2,4.0,0.8,1.0,0.8,1.3,95,1,4.0,0.8,1.4,0.8,1.2,4,0.75,3.0,1.0,3.0,0.6048387096774194,-125.07272469819827,77,1,0.0,0.0,-0.3999999999999999,0.0,0.10000000000000009
fivb_vis:11905,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,USA,BEL,76,53,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11905,1216,76,2020.359405662497,1668.6560322888233,0.8833524587970006,2024.092126980993,1664.9233109703273,199,9,4.0,1.0,2.8,0.9,2.4,54,1,4.0,0.8,0.2,0.6,-0.4,2,1.0,3.0,1.0,3.0,0.6129032258064516,351.7033733736737,145,8,0.0,0.19999999999999996,2.5999999999999996,0.30000000000000004,2.8
fivb_vis:11906,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,CHN,NLD,83,61,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11906,1216,77,1872.9224511752868,1738.8472981425741,0.6839098432564246,1883.0373361910813,1728.7324131267796,158,1,4.0,0.2,-1.2,0.5,0.0,118,4,4.0,0.8,1.2,0.7,1.1,10,0.7,3.0,1.0,3.0,0.6209677419354839,134.0751530327127,40,-3,0.0,-0.6000000000000001,-2.4,-0.19999999999999996,-1.1
fivb_vis:11907,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,CAN,SRB,97,85,3,1,team_a,Fiera - Court 2,,True,fivb_vis,11907,1216,78,1561.286575411354,1662.9741950203763,0.35769996447234254,1581.840176548239,1642.4205938834914,72,-3,4.0,0.4,-0.6,0.3,-0.9,154,-1,4.0,0.4,-0.2,0.4,-0.3,1,0.0,3.0,1.0,3.0,0.6290322580645161,-101.68761960902225,-82,-2,0.0,0.0,-0.39999999999999997,-0.10000000000000003,-0.6000000000000001
fivb_vis:11908,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,DOM,ITA,98,89,3,1,team_a,Fiera - Court 1,,True,fivb_vis,11908,1216,79,1748.8849626670574,1742.3039324423708,0.5094697312892484,1764.5819312658014,1726.6069638436268,176,2,4.0,0.8,1.8,0.6,0.7,143,-1,4.0,0.4,0.0,0.2,-1.1,8,0.125,3.0,1.0,3.0,0.6370967741935484,6.581030224686629,33,3,0.0,0.4,1.8,0.39999999999999997,1.8
fivb_vis:11909,2021-06-12,women,Volleyball Nations League,VNL_WOMEN,other,POL,BRA,65,75,0,3,team_b,Fiera - Court 2,,True,fivb_vis,11909,1216,80,1641.4235217182402,1874.7824152946334,0.20696432474210205,1634.800663326493,1881.4052736863807,87,-2,4.0,0.2,-0.8,0.3,-0.5,169,-1,4.0,0.8,2.0,0.8,1.8,4,0.25,3.0,1.0,3.0,0.6451612903225806,-233.35889357639326,-82,-1,0.0,-0.6000000000000001,-2.8,-0.5,-2.3
fivb_vis:11910,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,TUR,BEL,75,56,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11910,1216,81,1847.2190265628972,1664.9233109703273,0.7406555349401318,1855.518049444813,1656.6242880884115,96,-1,1.0,0.6,0.4,0.8,1.2,55,-1,1.0,0.6,-0.6,0.5,-0.8,3,0.6666666666666666,3.0,1.0,3.0,0.6532258064516129,182.29571559256988,41,0,0.0,0.0,1.0,0.30000000000000004,2.0
fivb_vis:11911,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,USA,JPN,76,67,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11911,1216,82,2024.092126980993,1765.192819462696,0.8161299317759605,2029.9759691641623,1759.3089772795267,200,10,1.0,1.0,2.8,1.0,2.8,173,3,1.0,0.8,1.2,0.8,1.3,10,0.8,3.0,1.0,3.0,0.6612903225806451,258.89930751829706,27,7,0.0,0.19999999999999996,1.5999999999999999,0.19999999999999996,1.4999999999999998
fivb_vis:11912,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,ITA,NLD,105,111,2,3,team_b,Fiera - Court 1,,True,fivb_vis,11912,1216,83,1726.6069638436268,1728.7324131267796,0.49694127075970485,1710.7048431793162,1744.6345337910902,144,-2,1.0,0.4,-0.2,0.2,-1.1,119,-1,1.0,0.8,1.2,0.7,1.0,5,0.6,3.0,1.0,3.0,0.6693548387096774,-2.125449283152875,25,-1,0.0,-0.4,-1.4,-0.49999999999999994,-2.1
fivb_vis:11913,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,DOM,CHN,81,94,1,3,team_b,Fiera - Court 2,,True,fivb_vis,11913,1216,84,1764.5819312658014,1883.0373361910813,0.33584091547501366,1753.835021970601,1893.7842454862816,177,3,1.0,0.8,1.6,0.6,0.6,159,2,1.0,0.4,-0.4,0.5,0.0,9,0.0,3.0,1.0,3.0,0.6774193548387096,-118.45540492527994,18,1,0.0,0.4,2.0,0.09999999999999998,0.6
fivb_vis:11914,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,RUS,CAN,75,41,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11914,1216,85,1712.023046996819,1581.840176548239,0.6790463881283845,1722.2935625767107,1571.5696609683473,129,1,1.0,0.6,0.4,0.6,0.4,73,1,1.0,0.4,-0.4,0.3,-0.9,1,1.0,3.0,1.0,3.0,0.6854838709677419,130.18287044857993,56,0,0.0,0.19999999999999996,0.8,0.3,1.3
fivb_vis:11915,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,KOR,SRB,98,74,3,1,team_a,Fiera - Court 2,,True,fivb_vis,11915,1216,86,1499.7377729755988,1642.4205938834914,0.30547751947867474,1521.9624923522813,1620.1958745068089,150,-8,1.0,0.0,-2.4,0.1,-2.1,155,-2,1.0,0.2,-1.2,0.4,-0.3,10,0.2,3.0,1.0,3.0,0.6935483870967742,-142.68282090789262,-5,-6,0.0,-0.2,-1.2,-0.30000000000000004,-1.8
fivb_vis:11916,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,THA,POL,58,75,0,3,team_b,Fiera - Court 1,,True,fivb_vis,11916,1216,87,1475.4177423530002,1634.800663326493,0.285471263505438,1466.2826619208263,1643.9357437586668,106,1,1.0,0.2,-1.6,0.1,-2.2,88,-3,1.0,0.2,-1.2,0.3,-0.7,4,0.25,3.0,1.0,3.0,0.7016129032258065,-159.38292097349267,18,4,0.0,0.0,-0.40000000000000013,-0.19999999999999998,-1.5000000000000002
fivb_vis:11917,2021-06-13,women,Volleyball Nations League,VNL_WOMEN,other,DEU,BRA,85,97,1,3,team_b,Fiera - Court 2,,True,fivb_vis,11917,1216,88,1602.8146554892219,1881.4052736863807,0.16746561031873994,1597.455755959022,1886.7641732165805,99,-1,1.0,0.2,-1.6,0.3,-1.1,170,1,1.0,0.8,2.0,0.8,1.9,6,0.5,3.0,1.0,3.0,0.7096774193548387,-278.59061819715885,-71,-2,0.0,-0.6000000000000001,-3.6,-0.5,-3.0
fivb_vis:11918,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,BEL,JPN,89,98,1,3,team_b,Fiera - Court 1,,True,fivb_vis,11918,1216,89,1656.6242880884115,1759.3089772795267,0.356382368515065,1645.2200522959295,1770.7132130720088,56,-2,1.0,0.4,-1.4,0.5,-0.8,174,-1,1.0,0.6,0.0,0.7,0.7,3,0.3333333333333333,3.0,1.0,3.0,0.717741935483871,-102.68468919111524,-118,-1,0.0,-0.19999999999999996,-1.4,-0.19999999999999996,-1.5
fivb_vis:11919,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,RUS,SRB,75,48,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11919,1216,90,1722.2935625767107,1620.1958745068089,0.6428421897564532,1733.7226125045042,1608.7668245790153,130,2,1.0,0.8,1.6,0.6,0.4,156,-3,1.0,0.2,-1.2,0.4,-0.4,9,0.5555555555555556,3.0,1.0,3.0,0.7258064516129032,102.09768806990178,-26,5,0.0,0.6000000000000001,2.8,0.19999999999999996,0.8
fivb_vis:11920,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,NLD,DOM,98,103,1,3,team_b,Fiera - Court 1,,True,fivb_vis,11920,1216,91,1744.6345337910902,1753.835021970601,0.48676252728503583,1729.058132917969,1769.4114228437222,120,1,1.0,0.8,1.0,0.7,0.8,178,-1,1.0,0.6,0.8,0.6,0.7,5,0.8,3.0,1.0,3.0,0.7338709677419355,-9.200488179510785,-58,2,0.0,0.20000000000000007,0.19999999999999996,0.09999999999999998,0.10000000000000009
fivb_vis:11921,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,DEU,POL,75,66,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11921,1216,92,1597.455755959022,1643.9357437586668,0.4335061312694238,1615.5835597584005,1625.8079399592884,100,-2,1.0,0.2,-1.4,0.3,-1.0,89,1,1.0,0.4,-0.2,0.3,-0.5,2,0.0,3.0,1.0,3.0,0.7419354838709677,-46.47998779964473,11,-3,0.0,-0.2,-1.2,0.0,-0.5
fivb_vis:11922,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,CHN,ITA,75,49,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11922,1216,93,1893.7842454862816,1710.7048431793162,0.7415211393529086,1902.0555690269885,1702.4335196386094,160,3,1.0,0.6,0.6,0.5,0.0,145,-3,1.0,0.4,0.0,0.2,-1.1,9,0.4444444444444444,3.0,1.0,3.0,0.75,183.07940230696545,15,6,0.0,0.19999999999999996,0.6,0.3,1.1
fivb_vis:11923,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,KOR,CAN,113,111,3,2,team_a,Fiera - Court 2,,True,fivb_vis,11923,1216,94,1521.9624923522813,1571.5696609683473,0.4290907531614396,1540.2315882511152,1553.3005650695134,151,1,1.0,0.2,-1.8,0.2,-1.7,74,-1,1.0,0.2,-1.6,0.3,-1.0,1,1.0,3.0,1.0,3.0,0.7580645161290323,-49.60716861606602,77,2,0.0,0.0,-0.19999999999999996,-0.09999999999999998,-0.7
fivb_vis:11924,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,BRA,THA,75,35,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11924,1216,95,1886.7641732165805,1466.2826619208263,0.9183761943769938,1889.3761349965166,1463.6707001408902,171,2,1.0,0.8,2.0,0.8,1.9,107,-1,1.0,0.2,-1.6,0.1,-2.2,5,1.0,3.0,1.0,3.0,0.7661290322580645,420.4815112957542,64,3,0.0,0.6000000000000001,3.6,0.7000000000000001,4.1
fivb_vis:11925,2021-06-14,women,Volleyball Nations League,VNL_WOMEN,other,USA,TUR,98,75,3,1,team_a,Fiera - Court 2,,True,fivb_vis,11925,1216,96,2029.9759691641623,1855.518049444813,0.7318954212996155,2038.5553156825745,1846.9387029264008,201,11,1.0,1.0,2.8,1.0,2.8,97,1,1.0,0.6,0.4,0.8,1.4,8,0.75,3.0,1.0,3.0,0.7741935483870968,174.45791971934932,104,10,0.0,0.4,2.4,0.19999999999999996,1.4
fivb_vis:11926,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,DEU,SRB,75,60,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11926,1216,97,1615.5835597584005,1608.7668245790153,0.5098088119028085,1631.2696777775107,1593.0807065599051,101,1,4.0,0.4,-0.2,0.3,-0.8,157,-4,4.0,0.2,-1.2,0.3,-0.9,5,0.6,3.0,1.0,3.0,0.782258064516129,6.816735179385205,-56,5,0.0,0.2,1.0,0.0,0.09999999999999998
fivb_vis:11927,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,JPN,DOM,107,99,3,2,team_a,Fiera - Court 2,,True,fivb_vis,11927,1216,98,1770.7132130720088,1769.4114228437222,0.5018734179667534,1786.6532636970726,1753.4713722186584,175,1,4.0,0.8,1.0,0.7,0.6,179,1,4.0,0.8,1.4,0.7,1.2,12,0.8333333333333334,3.0,1.0,3.0,0.7903225806451613,1.3017902282865634,-4,0,0.0,0.0,-0.3999999999999999,0.0,-0.6
fivb_vis:11928,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,THA,BEL,87,99,1,3,team_b,Fiera - Court 1,,True,fivb_vis,11928,1216,99,1463.6707001408902,1645.2200522959295,0.2601705941495049,1455.345241128106,1653.5455113087137,108,-2,4.0,0.2,-1.8,0.1,-2.3,57,-3,4.0,0.2,-2.0,0.5,-0.9,2,0.0,3.0,1.0,3.0,0.7983870967741935,-181.5493521550393,51,1,0.0,0.0,0.19999999999999996,-0.4,-1.4
fivb_vis:11929,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,KOR,BRA,59,75,0,3,team_b,Fiera - Court 2,,True,fivb_vis,11929,1216,100,1540.2315882511152,1889.3761349965166,0.11817390323435711,1536.4500233476158,1893.157699900016,152,2,4.0,0.4,-1.2,0.2,-1.8,172,3,4.0,0.8,2.0,0.8,1.9,8,0.25,3.0,1.0,3.0,0.8064516129032258,-349.1445467454014,-20,-1,0.0,-0.4,-3.2,-0.6000000000000001,-3.7
fivb_vis:11930,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,CHN,RUS,75,57,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11930,1216,101,1902.0555690269885,1733.7226125045042,0.7249206084790384,1910.8581095556592,1724.9200719758335,161,4,4.0,0.8,1.4,0.6,0.6,131,3,4.0,0.8,2.0,0.6,0.6,8,0.625,3.0,1.0,3.0,0.8145161290322581,168.3329565224842,30,1,0.0,0.0,-0.6000000000000001,0.0,0.0
fivb_vis:11931,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,POL,USA,68,83,0,3,team_b,Fiera - Court 2,,True,fivb_vis,11931,1216,102,1625.8079399592884,2038.5553156825745,0.08502395173322783,1623.0871735038252,2041.2760821380377,90,-1,4.0,0.2,-1.0,0.3,-0.6,202,12,4.0,1.0,2.6,1.0,2.7,5,0.0,3.0,1.0,3.0,0.8225806451612904,-412.74737572328604,-112,-13,0.0,-0.8,-3.6,-0.7,-3.3000000000000003
fivb_vis:11932,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,CAN,ITA,58,75,0,3,team_b,Fiera - Court 1,,True,fivb_vis,11932,1216,103,1553.3005650695134,1702.4335196386094,0.29765737142115944,1543.7755291840363,1711.9585555240865,75,-2,4.0,0.2,-1.6,0.3,-0.8,146,-4,4.0,0.2,-1.0,0.2,-1.1,1,0.0,3.0,1.0,3.0,0.8306451612903226,-149.132954569096,-71,2,0.0,0.0,-0.6000000000000001,0.09999999999999998,0.30000000000000004
fivb_vis:11933,2021-06-18,women,Volleyball Nations League,VNL_WOMEN,other,TUR,NLD,77,65,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11933,1216,104,1846.9387029264008,1729.058132917969,0.6634206021430519,1857.7092436578232,1718.2875921865466,98,-1,4.0,0.4,-0.4,0.7,0.9,121,-1,4.0,0.6,0.0,0.7,0.7,3,0.6666666666666666,3.0,1.0,3.0,0.8387096774193549,117.88057000843173,-23,0,0.0,-0.19999999999999996,-0.4,0.0,0.20000000000000007
fivb_vis:11934,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,DOM,SRB,75,52,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11934,1216,105,1753.4713722186584,1593.0807065599051,0.7157105445743782,1762.5686347922783,1583.9834439862852,180,-1,1.0,0.6,0.8,0.6,0.9,158,-5,1.0,0.0,-2.2,0.2,-1.4,8,0.25,3.0,1.0,3.0,0.8467741935483871,160.39066565875328,22,4,0.0,0.6,3.0,0.39999999999999997,2.3
fivb_vis:11935,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,USA,RUS,100,86,3,1,team_a,Fiera - Court 2,,True,fivb_vis,11935,1216,106,2041.2760821380377,1724.9200719758335,0.8606970567581869,2045.7337763217758,1720.4623777920954,203,13,1.0,1.0,2.6,1.0,2.8,132,-1,1.0,0.6,1.0,0.6,0.5,9,0.6666666666666666,3.0,1.0,3.0,0.8548387096774194,316.35601016220426,71,14,0.0,0.4,1.6,0.4,2.3
fivb_vis:11936,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,JPN,DEU,95,87,3,1,team_a,Fiera - Court 1,,True,fivb_vis,11936,1216,107,1786.6532636970726,1631.2696777775107,0.7098096650478785,1795.9393544155405,1621.9835870590427,176,2,1.0,0.8,0.6,0.7,0.4,102,2,1.0,0.6,1.0,0.3,-0.8,5,1.0,3.0,1.0,3.0,0.8629032258064516,155.38358591956194,74,0,0.0,0.20000000000000007,-0.4,0.39999999999999997,1.2000000000000002
fivb_vis:11937,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,THA,CAN,75,50,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11937,1216,108,1455.345241128106,1543.7755291840363,0.3754172722973473,1475.3318884145908,1523.7888818975514,109,-3,1.0,0.2,-1.8,0.1,-2.2,76,-3,1.0,0.2,-1.6,0.3,-0.9,0,,3.0,1.0,3.0,0.8709677419354839,-88.4302880559303,33,0,0.0,0.0,-0.19999999999999996,-0.19999999999999998,-1.3000000000000003
fivb_vis:11938,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,CHN,POL,76,62,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11938,1216,109,1910.8581095556592,1623.0871735038252,0.8397733513764856,1915.9853623116117,1617.9599207478727,162,5,1.0,1.0,2.4,0.6,0.6,91,-2,1.0,0.2,-1.4,0.3,-0.7,5,0.6,3.0,1.0,3.0,0.8790322580645161,287.77093605183404,71,7,0.0,0.8,3.8,0.3,1.2999999999999998
fivb_vis:11939,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,KOR,TUR,83,95,1,3,team_b,Fiera - Court 2,,True,fivb_vis,11939,1216,110,1536.4500233476158,1857.7092436578232,0.1359531407897519,1532.0995228423437,1862.0597441630953,153,-1,1.0,0.4,-1.2,0.2,-1.8,99,1,1.0,0.6,0.6,0.7,1.0,5,0.4,3.0,1.0,3.0,0.8870967741935484,-321.2592203102074,54,-2,0.0,-0.19999999999999996,-1.7999999999999998,-0.49999999999999994,-2.8
fivb_vis:11940,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,BRA,NLD,75,58,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11940,1216,111,1893.157699900016,1718.2875921865466,0.7323607557404674,1901.7221557163211,1709.7231363702415,173,4,1.0,0.8,2.0,0.9,2.4,122,-2,1.0,0.4,-0.8,0.6,0.2,8,0.875,3.0,1.0,3.0,0.8951612903225806,174.87010771346945,51,6,0.0,0.4,2.8,0.30000000000000004,2.1999999999999997
fivb_vis:11941,2021-06-19,women,Volleyball Nations League,VNL_WOMEN,other,BEL,ITA,107,94,3,2,team_a,Fiera - Court 2,,True,fivb_vis,11941,1216,112,1653.5455113087137,1711.9585555240865,0.4167200729058297,1672.210468975727,1693.293597857073,58,1,1.0,0.4,-1.0,0.6,-0.4,147,1,1.0,0.2,-1.0,0.3,-0.6,3,0.3333333333333333,3.0,1.0,3.0,0.9032258064516129,-58.41304421537279,-89,0,0.0,0.2,0.0,0.3,0.19999999999999996
fivb_vis:11942,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,DOM,DEU,104,104,3,2,team_a,Fiera - Court 1,,True,fivb_vis,11942,1216,113,1762.5686347922783,1621.9835870590427,0.69195447556107,1772.4260915743241,1612.126130276997,181,1,1.0,0.6,0.8,0.7,1.3,103,-1,1.0,0.4,0.0,0.3,-0.9,6,0.5,3.0,1.0,3.0,0.9112903225806451,140.58504773323557,78,2,0.0,0.19999999999999996,0.8,0.39999999999999997,2.2
fivb_vis:11943,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,CHN,USA,75,47,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11943,1216,114,1915.9853623116117,2045.7337763217758,0.32149891492897475,1937.6973970338845,2024.021741599503,163,6,1.0,1.0,2.8,0.6,0.8,204,14,1.0,1.0,2.6,1.0,2.7,16,0.375,3.0,1.0,3.0,0.9193548387096774,-129.7484140101642,-41,-8,0.0,0.0,0.19999999999999973,-0.4,-1.9000000000000001
fivb_vis:11944,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,THA,ITA,101,110,1,3,team_b,Fiera - Court 1,,True,fivb_vis,11944,1216,115,1475.3318884145908,1693.293597857073,0.22188959965965735,1468.2314212254819,1700.394065046182,110,1,1.0,0.4,-0.6,0.2,-1.6,148,-1,1.0,0.2,-0.8,0.3,-0.4,7,0.0,3.0,1.0,3.0,0.9274193548387096,-217.9617094424823,-38,2,0.0,0.2,0.20000000000000007,-0.09999999999999998,-1.2000000000000002
fivb_vis:11945,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,JPN,SRB,75,49,3,0,team_a,Fiera - Court 2,,True,fivb_vis,11945,1216,116,1795.9393544155405,1583.9834439862852,0.7720840152985617,1803.2326659259866,1576.6901324758392,177,3,1.0,0.8,0.8,0.8,0.9,159,-6,1.0,0.0,-2.6,0.2,-1.4,11,0.36363636363636365,3.0,1.0,3.0,0.9354838709677419,211.95591042925525,18,9,0.0,0.8,3.4000000000000004,0.6000000000000001,2.3
fivb_vis:11946,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,RUS,POL,90,107,2,3,team_b,Fiera - Court 1,,True,fivb_vis,11946,1216,117,1720.4623777920954,1617.9599207478727,0.6433769790689048,1699.8743144618904,1638.5479840780777,133,-2,1.0,0.6,0.8,0.5,0.0,92,-3,1.0,0.2,-1.8,0.2,-1.3,3,0.3333333333333333,3.0,1.0,3.0,0.9435483870967742,102.50245704422264,41,1,0.0,0.39999999999999997,2.6,0.3,1.3
fivb_vis:11947,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,KOR,NLD,100,110,2,3,team_b,Fiera - Court 2,,True,fivb_vis,11947,1216,118,1532.0995228423437,1709.7231363702415,0.2645438860361361,1523.6341184891874,1718.1885407233979,154,-2,1.0,0.4,-1.0,0.2,-1.7,123,-3,1.0,0.2,-2.0,0.5,-0.4,5,0.2,3.0,1.0,3.0,0.9516129032258065,-177.62361352789776,31,1,0.0,0.2,1.0,-0.3,-1.2999999999999998
fivb_vis:11948,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,BEL,CAN,76,58,3,0,team_a,Fiera - Court 1,,True,fivb_vis,11948,1216,119,1672.210468975727,1523.7888818975514,0.7014858378187864,1681.7629221655259,1514.2364287077526,59,2,1.0,0.4,-1.0,0.6,-0.4,77,-4,1.0,0.2,-1.6,0.3,-1.1,0,,3.0,1.0,3.0,0.9596774193548387,148.42158707817566,-18,6,0.0,0.2,0.6000000000000001,0.3,0.7000000000000001
fivb_vis:11949,2021-06-20,women,Volleyball Nations League,VNL_WOMEN,other,BRA,TUR,100,76,3,1,team_a,Fiera - Court 2,,True,fivb_vis,11949,1216,120,1901.7221557163211,1862.0597441630953,0.5568321347398817,1915.9035274046448,1847.8783724747716,174,5,1.0,1.0,2.8,0.9,2.4,100,2,1.0,0.6,0.8,0.7,1.1,6,0.6666666666666666,3.0,1.0,3.0,0.967741935483871,39.662411553225866,74,3,0.0,0.4,1.9999999999999998,0.20000000000000007,1.2999999999999998
fivb_vis:11950,2021-06-24,women,Volleyball Nations League,VNL_WOMEN,other,BRA,JPN,104,85,3,1,team_a,Fiera - Court 1,,True,fivb_vis,11950,1216,121,1915.9035274046448,1803.2326659259866,0.6566916635338611,1926.8893941715612,1792.2467991590702,175,6,4.0,1.0,2.6,0.9,2.3,178,4,4.0,0.8,1.0,0.8,1.1,12,0.9166666666666666,3.0,1.0,3.0,0.9758064516129032,112.67086147865825,-3,2,0.0,0.19999999999999996,1.6,0.09999999999999998,1.1999999999999997
